index,lon,lat,age,plate_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
511,-122.27,52.5,101,101,-80.34,55.85,0.07,471.0,-86.78,53.98,8.87,0.97,4.92,-115.09,0.19,62.04,902.0,101.0,16.05,42.16,8.87,0.15,-2.09,-4.46,-8.01,-32.47,6.76,-4.3,70.87,0.16,31.71,156.37,2.12
512,-129.78,57.7,213,101,-53.36,34.01,0.05,1400.0,-56.49,34.15,6.55,23.2,4.24,-114.98,0.2,90.78,131.0,101.0,8.33,8.33,6.02,2.58,-1.79,-3.84,-4.43,-16.49,4.24,-1.26,33.17,0.08,0.0,166.8,2.37
513,-129.78,57.7,104,101,-82.03,61.46,0.07,330.0,-90.09,61.64,7.72,-30.71,4.84,-142.6,0.17,88.91,902.0,101.0,6.9,51.31,6.64,-3.94,-3.85,-2.94,-7.4,-68.07,2.76,-6.87,59.52,0.1,35.27,149.14,2.25
514,-129.78,57.7,113,101,-75.77,59.86,0.07,326.0,-83.44,60.17,15.18,7.8,4.88,-148.37,0.17,91.14,902.0,101.0,6.9,51.31,15.04,2.06,-4.16,-2.56,-10.89,-2.83,10.88,-0.54,63.83,0.23,32.87,146.67,2.29
515,-129.78,57.7,49,101,-116.98,63.08,0.07,185.0,-124.8,61.78,24.4,-81.57,3.1,126.92,0.17,66.69,918.0,101.0,5.95,51.36,3.58,-24.13,-1.86,2.48,-21.7,-85.45,1.72,-21.63,4.27,0.01,28.79,274.15,1.51
516,-120.84,39.47,160,101,-65.07,29.94,0.05,466.0,-68.25,29.28,10.69,-0.59,3.1,-168.44,0.19,74.04,902.0,101.0,10.57,14.35,10.69,-0.11,-3.04,-0.62,-7.69,-5.76,7.65,-0.77,87.45,0.21,18.46,263.39,2.68
517,-120.84,39.47,187,101,-61.63,26.83,0.05,438.0,-64.67,26.02,8.82,46.91,-6.93,-68.16,0.19,70.85,902.0,101.0,8.81,12.38,6.02,6.44,2.58,-6.43,-8.61,-0.01,8.61,-0.0,63.23,0.1,3.18,299.39,2.6
518,-120.84,39.47,92,101,-90.12,45.47,0.06,411.0,-94.36,43.95,13.45,5.17,5.0,-123.33,0.19,61.67,902.0,101.0,28.95,29.26,13.4,1.21,-2.75,-4.18,-11.04,-15.52,10.64,-2.95,79.02,0.25,51.79,114.7,2.15
519,-120.84,39.47,116,101,-76.58,40.06,0.06,383.0,-80.57,38.68,16.08,31.82,6.13,-131.13,0.19,67.72,902.0,101.0,29.07,29.07,13.66,8.48,-4.03,-4.62,-10.38,21.64,9.65,3.83,90.44,0.27,46.2,102.6,2.68
520,-121.05,39.22,43,101,-110.65,43.94,0.05,310.0,-113.95,42.01,6.75,-10.12,2.18,-145.22,0.19,51.87,903.0,101.0,28.19,29.88,6.64,-1.19,-1.79,-1.24,-5.41,-26.59,4.84,-2.42,33.91,0.08,9.46,264.49,2.11
521,-121.05,39.22,97,101,-87.77,44.05,0.05,404.0,-91.68,42.83,9.43,13.56,5.0,-121.77,0.19,63.49,902.0,101.0,28.95,29.26,9.17,2.21,-2.63,-4.25,-6.82,-17.28,6.52,-2.03,78.91,0.17,40.58,113.33,2.3
522,-121.05,39.22,5,101,-120.23,40.1,0.04,368.0,-122.88,38.66,-4.65,-95.66,2.4,161.65,0.18,53.53,901.0,101.0,1.01,1.01,-0.46,-4.62,-2.28,0.76,4.75,-125.3,-2.75,-3.88,17.06,0.0,50.32,583.4,1.59
523,-121.05,39.22,198,101,-60.5,21.18,0.04,681.0,-63.12,20.47,4.59,30.74,5.27,-93.62,0.19,73.69,131.0,101.0,12.06,12.19,3.95,2.35,-0.33,-5.26,-4.61,-38.98,3.58,-2.9,48.12,0.06,11.68,160.22,2.49
524,-121.23,39.41,145,101,-67.99,34.58,0.04,432.0,-71.05,34.14,2.74,-3.57,-3.17,-70.18,0.19,76.13,902.0,101.0,9.9,14.54,2.74,-0.17,1.07,-2.98,-4.94,-39.64,3.8,-3.15,94.57,0.05,6.92,167.61,2.7
525,-121.23,39.41,37,101,-112.63,44.02,0.05,329.0,-116.56,42.83,10.13,-7.01,2.72,-164.03,0.19,65.65,903.0,101.0,27.04,31.92,10.05,-1.24,-2.61,-0.75,-7.68,-14.76,7.42,-1.96,23.5,0.11,11.7,338.97,1.92
526,-121.23,39.41,37,101,-112.63,44.02,0.05,329.0,-116.56,42.83,10.13,-7.01,2.72,-164.03,0.19,65.65,903.0,101.0,27.04,31.92,10.05,-1.24,-2.61,-0.75,-7.68,-14.76,7.42,-1.96,23.5,0.11,11.7,338.97,1.92
527,-121.23,39.41,119,101,-75.12,39.33,0.05,349.0,-79.05,38.83,16.06,17.19,6.14,-145.28,0.19,82.61,902.0,101.0,28.19,30.02,15.35,4.75,-5.05,-3.5,-10.38,6.71,10.31,1.21,94.2,0.31,50.56,99.71,2.7
528,-125.43,55.93,218,101,-51.66,29.29,0.06,1420.0,-55.76,29.61,6.24,24.43,4.17,-112.62,0.2,92.79,131.0,101.0,5.53,5.53,5.68,2.58,-1.6,-3.85,-4.28,-17.1,4.09,-1.26,37.95,0.08,0.0,166.93,2.54
529,-125.43,55.93,49,101,-112.15,61.15,0.09,211.0,-120.33,57.95,7.4,-12.79,3.22,151.47,0.2,47.97,903.0,101.0,10.44,46.86,7.21,-1.64,-2.82,1.54,-4.4,-1.11,4.4,-0.08,0.67,0.01,28.79,274.15,1.0
530,-125.43,55.93,98,101,-83.04,60.57,0.09,353.0,-92.59,58.56,7.63,9.0,4.88,-122.51,0.17,64.79,902.0,101.0,11.61,46.6,7.53,1.19,-2.62,-4.11,-5.69,-30.77,4.89,-2.91,63.17,0.12,32.98,147.79,2.41
531,-125.43,55.93,99,101,-82.38,60.29,0.09,355.0,-92.02,58.48,7.64,8.97,4.88,-122.2,0.17,65.18,902.0,101.0,11.44,46.77,7.54,1.19,-2.6,-4.13,-5.73,-30.77,4.92,-2.93,64.64,0.12,32.75,147.78,2.27
532,-125.43,55.93,190,101,-57.68,41.39,0.14,399.0,-68.16,40.0,12.03,19.06,9.21,172.53,0.2,256.58,101.0,16111.0,10.18,15.08,11.37,3.93,-9.14,1.2,-5.62,66.49,2.24,5.15,73.24,0.22,3.03,279.3,2.67
533,-109.82,29.81,49,101,-97.93,34.29,0.06,375.0,-101.68,32.95,12.34,-8.59,3.73,153.01,0.2,65.59,903.0,101.0,16.09,16.09,12.21,-1.84,-3.32,1.69,-8.89,-0.87,8.89,-0.13,27.48,0.15,20.43,241.45,2.05
534,-109.82,29.81,49,101,-97.93,34.29,0.06,375.0,-101.68,32.95,12.34,-8.59,3.73,153.01,0.2,65.59,903.0,101.0,16.09,16.09,12.21,-1.84,-3.32,1.69,-8.89,-0.87,8.89,-0.13,27.48,0.15,20.43,241.45,2.05
535,-109.82,29.81,188,101,-55.67,14.25,0.07,664.0,-59.82,13.86,8.57,18.32,6.72,-102.81,0.07,103.0,902.0,2000.0,0.04,24.23,8.13,2.69,-1.49,-6.56,-7.71,-30.23,6.66,-3.88,65.76,0.05,39.41,221.44,2.69
536,-109.82,29.81,163,101,-58.54,17.85,0.07,684.0,-62.46,16.75,11.46,3.26,4.51,-170.07,0.2,72.17,902.0,101.0,1.15,1.15,11.44,0.65,-4.44,-0.78,-7.0,-1.37,7.0,-0.17,83.95,0.23,35.41,119.17,2.67
537,-109.82,29.81,179,101,-55.58,19.08,0.07,644.0,-59.85,18.84,9.3,-20.94,1.93,-148.85,0.07,104.83,902.0,2000.0,0.04,26.03,8.69,-3.32,-1.65,-1.0,-8.26,-31.58,7.04,-4.33,80.26,0.06,51.48,150.2,2.79
