subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
49.35,-60.77,22.32,5.29,-2.42,-5.02,50.47,92.52,0
49.35,-60.7,22.26,5.28,-2.42,-5.01,48.08,91.77,0
49.72,-60.76,22.42,5.24,-2.42,-4.96,48.01,96.21,0
49.92,-60.76,22.47,5.21,-2.42,-4.93,47.94,95.42,0
-70.4,129.9,150.35,1.47,2.54,1.24,9.16,1585.05,0
-149.47,129.98,147.84,-0.88,2.54,2.82,8.2,1696.55,0
-87.35,130.05,145.53,0.87,2.54,1.92,8.01,1589.65,0
-90.98,130.13,-146.06,-3.09,2.54,1.91,6.75,1689.13,0
-86.69,130.21,-161.18,2.5,2.54,1.47,5.57,1587.89,0
-10.84,130.29,99.35,1.38,2.54,1.7,6.21,1684.51,0
37.88,130.36,80.17,3.02,2.54,-3.76,5.28,1592.68,0
-48.28,130.44,129.06,1.47,2.54,1.07,5.06,1789.28,0
-76.18,130.52,-115.26,3.6,2.54,1.66,4.46,1610.06,0
-85.09,130.6,-120.77,4.04,2.54,2.34,3.3,2148.54,0
-54.07,133.54,-57.66,7.1,2.52,-4.6,2.18,2243.82,0
-15.68,138.93,-1.82,7.25,2.73,-4.93,2.43,2233.14,0
-15.61,139.02,-1.71,7.22,2.73,-4.91,1.92,2250.02,0
-15.55,139.1,-1.59,7.2,2.73,-4.89,2.92,2087.64,0
-15.48,139.19,-1.47,7.18,2.73,-4.87,3.26,2092.96,0
-15.4,139.27,-1.35,7.16,2.73,-4.85,3.57,2077.18,0
-15.33,139.36,-1.22,7.14,2.73,-4.83,4.25,2061.67,0
-15.25,139.44,-1.1,7.12,2.73,-4.81,3.95,2083.72,0
-15.18,139.53,-0.97,7.1,2.73,-4.79,4.12,2015.66,0
-15.1,139.62,-0.85,7.08,2.72,-4.77,4.91,2039.58,0
-14.65,154.17,-9.07,7.46,2.48,-5.05,4.71,1985.83,0
-14.58,156.28,-10.04,7.49,2.47,-5.06,4.03,2050.58,0
-14.56,156.38,-10.04,7.46,2.47,-5.04,3.92,1915.32,0
-35.48,156.48,-39.07,10.47,2.47,-8.07,4.08,1490.1,0
-35.69,156.58,-39.38,10.43,2.47,-8.03,4.57,1826.35,0
-35.9,156.68,-39.7,10.4,2.47,-8.0,5.32,1964.58,0
-32.2,156.78,-34.57,11.56,2.47,-9.13,5.64,1718.36,0
-28.62,156.88,-29.84,13.06,2.47,-10.61,6.64,1910.77,0
-28.81,156.98,-30.11,13.04,2.47,-10.58,6.53,1631.22,0
-29.01,157.08,-30.38,13.01,2.47,-10.56,6.77,1854.88,0
-29.21,159.47,-31.18,13.01,2.48,-10.57,6.69,1506.34,0
3.76,-167.78,1.92,13.47,2.48,-11.02,6.59,460.34,0
3.56,-167.68,1.64,13.44,2.48,-11.0,7.3,442.81,0
9.4,-158.21,6.89,17.74,2.97,-14.85,7.2,419.79,0
9.84,-157.28,7.25,18.25,3.04,-15.31,15.45,402.65,0
9.76,-157.19,7.14,18.27,3.04,-15.33,18.9,391.28,0
9.67,-157.1,7.03,18.29,3.04,-15.35,10.07,1417.08,0
9.59,-157.01,6.91,18.31,3.04,-15.37,10.67,1414.34,0
9.5,-156.92,6.79,18.33,3.04,-15.39,29.52,1412.89,0
9.41,-156.82,6.66,18.34,3.04,-15.41,15.19,1181.1,0
-2.42,-154.66,-7.89,14.96,2.58,-12.73,26.74,1161.46,0
-4.45,-156.08,-10.22,14.52,2.59,-12.31,39.02,205.33,0
-4.62,-156.07,-10.43,14.51,2.59,-12.3,40.47,204.07,0
-4.06,-156.05,-9.94,14.2,2.59,-11.97,42.18,132.71,0
-0.83,-156.04,-6.72,13.04,2.59,-10.74,42.42,1508.95,0
-1.01,-156.02,-6.93,13.06,2.59,-10.77,42.98,1602.06,0
-1.19,-156.0,-7.15,13.08,2.6,-10.79,43.07,264.87,0
-1.03,-162.08,-5.58,13.28,2.61,-10.85,44.54,219.25,0
1.5,156.66,9.2,15.03,3.76,-11.72,45.07,156.18,0
0.38,156.72,8.23,14.32,3.76,-10.98,46.19,154.63,0
-2.32,157.66,4.23,12.67,3.26,-9.67,46.89,152.93,0
-2.51,157.68,3.98,12.68,3.26,-9.67,48.93,149.95,0
0.27,157.71,7.28,13.07,3.26,-10.13,49.11,146.79,0
3.87,157.73,10.62,14.94,3.26,-12.09,49.7,140.33,0
4.4,157.76,10.89,15.64,3.26,-12.8,50.19,137.31,0
4.84,159.14,10.84,15.41,3.09,-12.69,50.76,127.58,0
-3.99,-177.37,-5.53,9.72,1.74,-8.0,52.5,116.54,0
-8.28,-177.4,-10.97,9.01,1.74,-7.31,52.45,114.96,0
-9.14,-177.43,-12.13,8.76,1.75,-7.06,51.07,108.68,0
-9.13,-177.46,-12.11,8.75,1.75,-7.05,47.69,106.68,0
-9.11,-177.76,-18.97,8.74,4.12,-4.78,47.77,105.32,0
1.98,-177.57,1.66,11.27,4.12,-7.15,53.82,104.07,0
2.25,-177.38,2.06,12.76,4.12,-8.64,48.93,108.01,0
-0.65,-177.18,-2.2,13.16,4.12,-9.06,49.26,111.93,0
-0.67,-176.99,-2.33,13.15,4.11,-9.05,51.09,118.66,0
-3.15,-176.8,-6.44,11.98,4.11,-7.91,51.49,114.51,0
-3.24,-176.6,-6.68,11.97,4.11,-7.9,53.14,115.8,0
-1.8,-164.27,-10.74,12.32,4.29,-8.34,53.92,117.07,0
2.89,-141.81,-16.18,13.26,5.31,-9.45,54.26,117.13,0
2.99,-141.58,-16.14,13.26,5.32,-9.46,54.41,114.45,0
3.09,-152.32,-5.81,13.26,3.71,-10.01,54.86,111.95,0
0.45,-151.98,-9.75,12.84,3.71,-9.72,55.73,111.47,0
0.21,-151.65,-10.21,12.8,3.7,-9.7,55.67,111.0,0
0.31,-151.31,-10.18,12.78,3.7,-9.69,55.47,110.52,0
0.44,-150.97,-10.14,12.75,3.7,-9.67,56.15,110.05,0
0.5,-150.63,-10.16,12.74,3.7,-9.68,63.08,109.64,0
-4.49,-150.29,-18.27,11.55,3.69,-8.76,63.16,109.16,0
-7.06,-149.95,-22.48,11.05,3.69,-8.43,64.17,108.69,0
-7.25,-149.6,-22.84,11.03,3.69,-8.43,64.09,108.21,0
-1.01,-149.25,-14.63,11.2,3.69,-8.31,64.47,107.74,0
-0.49,-148.9,-14.01,11.22,3.69,-8.33,64.99,80.7,0
-0.68,-148.55,-14.37,11.21,3.68,-8.34,64.93,89.47,0
-0.88,-148.19,-14.74,11.2,3.68,-8.36,65.41,90.19,0
-3.85,-128.69,-23.15,14.42,4.95,-12.29,66.25,91.82,0
-4.36,-128.33,-23.88,14.33,4.95,-12.28,67.39,90.71,0
-4.87,-127.97,-24.6,14.24,4.95,-12.27,68.03,91.2,0
-5.39,-127.6,-25.33,14.15,4.95,-12.26,68.79,88.35,0
-5.92,-127.24,-26.07,14.06,4.94,-12.25,70.07,82.67,0
-6.45,-126.87,-26.8,13.97,4.94,-12.24,70.89,89.55,0
-6.98,-126.5,-27.54,13.88,4.94,-12.23,71.72,96.27,0
1.66,-126.12,-17.25,14.39,4.94,-12.02,73.49,96.96,0
1.36,-125.75,-17.72,14.34,4.94,-12.02,73.89,90.94,0
1.06,-125.37,-18.19,14.28,4.93,-12.02,74.79,101.66,0
0.75,-124.99,-18.65,14.22,4.93,-12.03,75.62,98.93,0
0.45,-124.61,-19.12,14.16,4.93,-12.03,75.95,89.93,0
7.63,-124.23,-18.34,10.81,4.93,-8.36,77.76,97.43,0
7.61,-123.85,-18.45,10.79,4.93,-8.38,76.67,87.98,0
7.59,-123.47,-18.57,10.78,4.93,-8.4,76.77,102.48,0
7.57,-123.08,-18.68,10.77,4.92,-8.42,77.74,106.64,0
7.55,-122.7,-18.79,10.75,4.92,-8.44,76.66,102.13,0
-3.46,-122.31,-29.03,11.36,4.92,-9.96,76.66,95.21,0
-3.53,-121.92,-29.18,11.33,4.92,-9.97,80.44,100.71,0
-3.6,-121.53,-29.34,11.3,4.92,-9.98,80.3,103.11,0
-3.67,-121.14,-29.49,11.27,4.92,-9.99,80.22,98.71,0
-3.74,-120.75,-29.64,11.23,4.92,-10.0,81.12,101.12,0
-8.84,-153.81,-29.79,14.46,6.23,-10.01,81.26,102.52,0
-8.77,-153.65,-29.78,14.47,6.24,-10.02,82.17,102.97,0
-8.7,-153.48,-29.78,14.47,6.25,-10.03,81.34,98.18,0
-8.63,-153.31,-29.78,14.48,6.26,-10.04,81.97,98.56,0
-8.57,-153.14,-29.78,14.49,6.27,-10.05,82.85,103.25,0
30.38,-141.37,23.97,15.35,6.6,-8.87,84.49,102.94,0
30.48,-141.21,24.0,15.32,6.61,-8.84,84.41,93.74,0
30.58,-141.04,24.02,15.3,6.61,-8.81,85.54,97.36,0
30.69,-140.87,24.05,15.27,6.62,-8.78,85.83,93.35,0
30.79,-140.7,24.07,15.24,6.62,-8.75,86.14,101.4,0
30.9,-140.52,24.1,15.21,6.63,-8.72,86.43,100.36,0
31.01,-140.34,24.13,15.18,6.63,-8.69,86.09,109.37,0
31.12,-140.16,24.15,15.15,6.64,-8.65,87.21,106.48,0
31.23,-139.98,24.18,15.11,6.64,-8.62,86.95,92.75,0
31.34,-139.79,24.2,15.08,6.64,-8.58,86.82,100.28,0
36.66,-121.32,23.49,15.15,5.95,-9.92,89.79,98.33,0
30.81,-126.51,22.5,15.84,4.42,-11.9,89.31,95.01,0
30.59,-126.22,22.08,15.76,4.42,-11.84,88.76,87.14,0
15.84,-125.92,2.65,15.12,4.41,-11.99,89.92,87.42,0
15.56,-125.63,2.22,15.08,4.4,-12.0,89.05,87.01,0
13.44,-125.75,1.04,13.96,3.75,-11.41,91.29,103.14,0
7.47,-127.17,-1.55,11.47,2.22,-10.04,89.28,98.39,0
6.98,-126.83,-2.11,11.47,2.22,-10.07,90.5,87.57,0
6.48,-126.5,-2.68,11.46,2.21,-10.1,90.61,77.6,0
5.98,-126.16,-3.25,11.46,2.2,-10.13,89.6,71.47,0
-11.84,-133.02,-19.82,9.28,1.42,-8.63,89.75,76.6,0
-28.17,-139.2,-42.1,8.7,2.13,-8.19,89.15,73.02,0
-28.68,-138.55,-42.58,8.69,2.12,-8.23,86.75,69.04,0
-29.2,-137.9,-43.06,8.68,2.11,-8.26,85.43,66.83,0
-29.73,-137.24,-43.54,8.67,2.1,-8.3,85.88,68.22,0
-21.23,-136.58,-40.95,6.11,2.08,-5.55,85.61,62.52,0
-21.21,-135.92,-40.91,6.09,2.07,-5.55,85.11,49.05,0
-22.04,-136.28,-41.23,5.99,1.99,-5.49,84.59,46.46,0
-30.73,-149.25,-44.97,5.38,1.38,-4.88,81.76,44.36,0
-30.76,-148.5,-44.95,5.36,1.37,-4.88,81.1,43.33,0
16.34,-77.22,-44.92,2.62,-4.29,-4.89,77.78,42.66,0
36.55,-57.36,-24.49,2.66,-4.28,-4.89,79.66,44.07,0
36.71,-57.43,-24.03,2.7,-4.27,-4.89,76.83,59.15,0
80.88,-57.43,-29.08,2.17,-4.26,-3.01,76.0,82.7,0
80.55,-57.43,-29.02,2.16,-4.25,-3.01,73.42,92.04,0
75.88,-61.11,-14.17,2.2,-3.0,-2.04,72.42,96.37,0
76.85,-66.51,-14.14,2.75,-3.46,-2.06,71.65,113.36,0
78.18,-72.21,-14.21,3.57,-4.2,-2.07,70.1,114.01,0
77.79,-72.28,-14.28,3.57,-4.2,-2.09,71.16,102.51,0
77.38,-72.36,-14.35,3.57,-4.2,-2.11,70.4,95.83,0
77.06,-127.37,149.33,3.57,3.42,1.49,69.01,89.89,0
76.63,-127.52,149.12,3.57,3.43,1.48,78.62,90.37,0
76.21,-127.65,148.92,3.56,3.43,1.46,84.48,77.22,0
75.9,-127.77,148.81,3.56,3.43,1.45,84.38,74.59,0
90.06,-102.57,148.58,-6.14,5.53,1.43,84.29,76.44,0
89.63,-102.79,148.34,6.14,5.54,1.4,84.08,71.56,0
69.65,-102.88,-88.75,3.66,5.55,-1.98,76.78,74.91,0
50.75,-115.58,20.16,7.58,5.51,-2.58,83.32,83.58,0
50.71,-115.82,20.35,7.58,5.52,-2.57,82.66,88.18,0
68.75,-101.52,-68.44,4.43,5.53,-1.39,81.69,84.93,0
76.27,-156.76,175.14,2.36,4.95,4.0,81.08,86.96,0
-27.19,146.11,-23.38,10.44,3.98,-6.5,75.71,78.59,0
-26.77,146.43,-22.86,10.47,4.01,-6.49,76.52,79.73,0
-26.35,146.74,-22.34,10.49,4.05,-6.49,76.32,79.98,0
-31.4,129.85,-19.29,10.4,4.31,-6.46,75.73,78.27,0
-49.31,99.05,-18.84,10.94,6.3,-6.46,74.51,81.03,0
-49.12,99.04,-18.59,10.95,6.3,-6.49,77.74,83.15,0
-48.93,99.03,-18.35,10.95,6.3,-6.52,78.26,87.85,0
-45.96,98.99,-17.99,11.92,6.3,-7.65,76.31,139.6,0
-41.4,107.41,-17.75,12.18,6.0,-7.68,77.03,167.49,0
-9.14,-120.49,-17.48,8.04,1.2,-7.69,77.75,187.66,0
-9.16,-120.56,-17.5,8.05,1.2,-7.69,77.92,196.9,0
-9.21,-120.51,-17.56,8.03,1.2,-7.68,77.84,203.9,0
-9.26,-120.46,-17.62,8.02,1.2,-7.67,77.6,209.57,0
-9.3,-120.42,-17.68,8.01,1.2,-7.67,77.36,215.07,0
-6.19,-131.01,-17.78,8.54,1.87,-7.64,77.12,221.29,0
-6.16,-130.94,-17.79,8.53,1.87,-7.62,76.89,228.33,0
-6.14,-130.86,-17.8,8.51,1.87,-7.61,76.65,194.47,0
-6.12,-130.79,-17.8,8.49,1.87,-7.6,76.31,201.54,0
-6.1,-130.72,-17.81,8.48,1.87,-7.58,76.07,197.76,0
33.86,-89.16,-17.54,8.33,-6.86,-7.39,75.82,205.93,0
34.16,-89.19,-17.47,8.3,-6.85,-7.33,75.56,205.02,0
34.42,-89.15,-17.37,8.28,-6.85,-7.29,74.33,151.94,0
34.82,-89.31,-17.4,8.24,-6.84,-7.2,73.08,138.22,0
35.04,-89.21,-17.25,8.23,-6.84,-7.18,72.81,137.08,0
35.35,-89.24,-17.19,8.2,-6.84,-7.12,71.53,128.22,0
35.68,-89.27,-17.14,8.17,-6.83,-7.06,71.25,127.26,0
36.0,-89.3,-17.08,8.14,-6.83,-7.0,69.94,95.7,0
36.38,-89.4,-17.08,8.1,-6.82,-6.92,68.61,98.77,0
36.72,-89.43,-17.03,8.07,-6.82,-6.86,68.32,93.93,0
23.22,-92.76,-17.16,7.48,5.03,-6.97,66.96,111.28,0
23.21,-92.62,-17.64,7.4,5.04,-6.92,66.69,101.4,0
23.09,-92.63,-18.07,7.35,5.05,-6.9,65.58,94.56,0
23.09,-92.49,-18.56,7.26,5.05,-6.85,65.23,96.75,0
23.09,-92.35,-19.05,7.18,5.06,-6.8,64.88,98.56,0
23.2,-92.05,-19.61,7.06,5.07,-6.73,63.52,83.58,0
23.21,-91.9,-20.11,6.98,5.07,-6.69,62.12,86.42,0
23.12,-91.92,-20.56,6.93,5.08,-6.66,61.76,100.56,0
23.14,-91.78,-21.08,6.84,5.09,-6.61,61.4,100.27,0
23.28,-91.48,-21.67,6.72,5.09,-6.54,59.96,122.87,0
17.71,-78.74,-22.31,5.39,-4.2,-6.47,59.59,124.49,0
82.18,-26.05,33.98,5.38,-4.67,-5.94,55.9,151.91,0
82.11,-26.02,33.36,5.31,-4.67,-5.9,55.5,150.36,0
81.63,-26.07,32.61,5.23,-4.66,-5.87,53.96,150.44,0
81.56,-26.04,31.97,5.15,-4.66,-5.83,53.55,149.55,0
81.49,-26.01,31.33,5.07,-4.66,-5.79,53.15,148.33,0
81.43,-25.99,30.67,4.99,-4.66,-5.74,51.56,146.43,0
81.37,-25.96,30.01,4.91,-4.67,-5.7,51.16,141.83,0
81.76,-25.86,29.46,4.82,-4.68,-5.63,50.73,139.71,0
81.27,-25.9,28.66,4.74,-4.67,-5.61,54.1,131.68,0
73.09,-25.64,27.97,4.5,-4.0,-5.57,53.75,128.1,0
73.37,-25.53,27.46,4.42,-4.01,-5.51,55.47,128.32,0
72.71,-25.58,26.7,4.36,-4.0,-5.49,57.75,125.77,0
72.52,-25.55,26.06,4.28,-4.0,-5.46,55.68,116.67,0
72.33,-25.52,25.4,4.21,-4.0,-5.42,55.61,119.21,0
72.14,-25.5,24.74,4.14,-4.0,-5.38,55.53,105.61,0
71.94,-25.47,24.07,4.07,-4.01,-5.35,55.46,108.16,0
71.75,-25.44,23.4,3.99,-4.01,-5.31,55.4,106.84,0
71.55,-25.41,22.71,3.92,-4.01,-5.27,55.33,103.32,0
71.36,-25.38,22.02,3.85,-4.01,-5.24,57.35,107.25,0
47.9,-60.64,21.8,5.46,-2.42,-5.24,50.07,105.3,0
48.08,-60.64,21.85,5.44,-2.42,-5.21,57.27,105.06,0
48.25,-60.64,21.9,5.41,-2.42,-5.18,55.12,104.45,0
48.43,-60.64,21.95,5.39,-2.42,-5.15,55.08,102.34,0
48.61,-60.63,22.0,5.37,-2.42,-5.12,52.84,97.61,0
48.8,-60.63,22.05,5.34,-2.42,-5.09,50.54,97.18,0
48.98,-60.63,22.1,5.32,-2.42,-5.06,50.47,92.52,0
49.16,-60.63,22.15,5.29,-2.42,-5.03,48.08,91.77,0
49.35,-60.62,22.2,5.27,-2.42,-5.0,48.01,96.21,0
49.54,-60.62,22.24,5.24,-2.42,-4.98,47.94,95.42,0
-43.01,140.03,141.47,1.79,2.54,0.75,9.16,1652.22,0
-137.26,140.1,157.48,-0.84,2.54,2.77,8.2,1696.55,0
-69.4,140.17,153.74,0.89,2.54,1.81,7.76,1589.65,0
-62.99,140.25,-106.1,3.32,2.54,1.29,7.24,1689.13,0
-55.29,140.32,-111.93,2.84,2.54,0.66,6.64,1594.76,0
-0.43,140.4,107.5,1.44,2.54,1.69,6.21,1684.51,0
64.47,140.48,105.4,2.38,2.53,3.8,5.28,1592.68,0
-39.64,140.55,141.16,1.43,2.53,1.11,4.45,1789.28,0
-55.27,140.63,-77.61,3.92,2.53,-1.57,6.11,2503.79,0
-60.72,140.71,-82.9,4.35,2.53,-2.1,4.99,2163.77,0
-41.81,143.65,-44.11,7.33,2.52,-4.82,3.87,2243.82,0
-5.41,149.06,8.29,7.32,2.73,-5.01,2.43,2233.14,0
-5.34,149.15,8.4,7.3,2.73,-4.99,1.92,2250.02,0
-5.27,149.23,8.52,7.28,2.73,-4.97,2.92,2281.06,0
-5.2,149.31,8.64,7.26,2.73,-4.95,3.26,2092.96,0
-5.13,149.39,8.75,7.24,2.72,-4.93,3.57,2077.18,0
-5.06,149.48,8.88,7.22,2.72,-4.91,5.99,2061.67,0
-4.98,149.56,9.0,7.2,2.72,-4.89,5.09,2083.72,0
-4.91,149.64,9.12,7.18,2.72,-4.87,4.95,2015.66,0
-4.83,149.73,9.24,7.16,2.72,-4.85,4.91,2039.58,0
-4.4,164.32,1.15,7.53,2.48,-5.12,4.71,1985.83,0
-4.33,166.43,0.19,7.56,2.47,-5.14,4.03,2050.58,0
-4.31,166.53,0.2,7.53,2.47,-5.11,4.67,1915.32,0
-25.18,166.63,-28.7,10.52,2.47,-8.11,4.08,1490.1,0
-25.38,166.72,-29.01,10.48,2.47,-8.08,4.57,1826.35,0
-25.59,166.82,-29.32,10.44,2.47,-8.05,6.25,1964.58,0
-21.9,166.92,-24.21,11.62,2.47,-9.19,6.49,1718.36,0
-18.33,167.02,-19.51,13.13,2.47,-10.67,6.53,1910.77,0
-18.52,167.13,-19.78,13.1,2.47,-10.65,7.22,1631.22,0
-18.72,167.23,-20.05,13.08,2.47,-10.63,7.13,1854.88,0
-18.92,169.62,-20.85,13.08,2.48,-10.63,7.04,1506.34,0
3.74,-167.77,1.91,13.53,2.48,-11.09,6.99,1795.46,0
3.54,-167.67,1.63,13.51,2.48,-11.06,7.3,1516.94,0
9.42,-158.25,6.91,17.7,2.98,-14.81,7.2,1715.98,0
9.87,-157.33,7.28,18.2,3.04,-15.25,7.77,1460.89,0
9.78,-157.24,7.17,18.22,3.04,-15.27,9.46,1742.63,0
9.7,-157.14,7.05,18.24,3.04,-15.3,10.07,1417.08,0
9.61,-157.05,6.93,18.26,3.04,-15.32,10.67,1414.34,0
9.52,-156.96,6.81,18.28,3.05,-15.34,12.31,1412.89,0
9.43,-156.86,6.68,18.3,3.05,-15.36,15.19,1181.1,0
-2.42,-154.78,-7.89,14.97,2.6,-12.73,26.74,1161.46,0
-4.44,-156.2,-10.21,14.54,2.6,-12.32,38.92,205.33,0
-4.61,-156.18,-10.42,14.53,2.6,-12.31,41.95,204.07,0
-4.06,-156.17,-9.94,14.21,2.6,-11.97,42.18,132.71,0
-0.83,-156.15,-6.76,12.99,2.6,-10.69,42.42,1508.95,0
-1.01,-156.13,-6.97,13.01,2.61,-10.71,42.88,1602.06,0
-1.2,-156.11,-7.19,13.03,2.61,-10.73,44.04,1542.38,0
-1.03,-162.16,-5.61,13.24,2.62,-10.8,44.54,219.25,0
1.51,156.65,9.25,14.97,3.76,-11.66,45.07,156.18,0
0.38,156.71,8.27,14.27,3.76,-10.92,47.39,154.63,0
-2.33,157.68,4.25,12.62,3.26,-9.62,48.06,152.93,0
-2.52,157.7,4.0,12.63,3.26,-9.62,48.93,149.95,0
0.27,157.73,7.33,13.0,3.26,-10.06,49.11,146.79,0
3.89,157.75,10.69,14.86,3.26,-12.01,49.34,143.46,0
4.42,157.77,10.96,15.56,3.26,-12.72,51.02,137.31,0
4.87,159.17,10.91,15.34,3.1,-12.61,51.56,127.58,0
-4.01,-177.39,-5.58,9.67,1.76,-7.93,52.5,116.54,0
-8.33,-177.42,-11.08,8.96,1.76,-7.24,52.45,114.96,0
-9.2,-177.46,-12.25,8.7,1.76,-6.99,52.4,108.68,0
-9.18,-177.49,-12.23,8.7,1.77,-6.98,52.48,106.68,0
-9.17,-177.75,-19.14,8.69,4.11,-4.73,54.11,105.32,0
1.99,-177.56,1.68,11.2,4.11,-7.1,53.82,104.07,0
2.26,-177.37,2.07,12.71,4.1,-8.6,55.53,108.01,0
-0.65,-177.17,-2.2,13.13,4.1,-9.04,55.93,111.93,0
-0.68,-176.98,-2.33,13.12,4.1,-9.03,51.09,118.66,0
-3.16,-176.79,-6.46,11.95,4.1,-7.89,58.36,114.51,0
-3.25,-176.59,-6.69,11.93,4.1,-7.88,53.14,115.8,0
-1.81,-164.24,-10.78,12.28,4.28,-8.3,53.33,117.07,0
2.9,-141.86,-16.28,13.21,5.32,-9.4,54.26,117.13,0
3.0,-141.63,-16.23,13.21,5.32,-9.4,54.41,114.45,0
3.1,-152.27,-5.83,13.21,3.7,-9.97,60.42,111.95,0
0.45,-151.93,-9.81,12.78,3.7,-9.66,55.73,111.47,0
0.21,-151.59,-10.27,12.73,3.7,-9.64,59.03,111.0,0
0.31,-151.25,-10.24,12.72,3.69,-9.64,57.99,110.52,0
0.44,-150.91,-10.2,12.69,3.69,-9.62,63.42,110.05,0
0.5,-150.57,-10.22,12.68,3.69,-9.63,63.55,109.64,0
-4.52,-150.22,-18.45,11.46,3.69,-8.68,63.65,109.16,0
-7.13,-149.88,-22.74,10.95,3.68,-8.33,64.67,98.59,0
-7.32,-149.53,-23.11,10.92,3.68,-8.34,64.57,97.06,0
-1.02,-149.18,-14.82,11.08,3.68,-8.2,64.47,96.06,0
-0.5,-148.82,-14.2,11.1,3.68,-8.22,65.43,80.7,0
-0.69,-148.47,-14.57,11.09,3.67,-8.23,65.35,89.47,0
-0.88,-148.11,-14.94,11.07,3.67,-8.25,65.41,90.19,0
-3.86,-128.61,-23.21,14.38,4.95,-12.26,65.52,91.82,0
-4.37,-128.24,-23.94,14.29,4.94,-12.25,67.39,87.78,0
-4.89,-127.88,-24.67,14.2,4.94,-12.24,68.58,91.2,0
-5.41,-127.51,-25.4,14.11,4.94,-12.23,69.25,80.65,0
-5.93,-127.14,-26.14,14.02,4.94,-12.22,70.07,82.67,0
-6.47,-126.77,-26.88,13.92,4.94,-12.21,70.27,85.08,0
-7.0,-126.39,-27.62,13.83,4.93,-12.2,71.15,96.27,0
1.66,-126.02,-17.24,14.39,4.93,-12.02,72.06,96.96,0
1.36,-125.64,-17.71,14.33,4.93,-12.03,73.89,101.81,0
1.06,-125.27,-18.18,14.27,4.93,-12.03,74.79,101.66,0
0.75,-124.89,-18.65,14.21,4.93,-12.03,75.34,98.93,0
0.45,-124.5,-19.12,14.15,4.92,-12.03,75.95,107.46,0
7.61,-124.12,-18.26,10.83,4.92,-8.39,76.55,97.43,0
7.59,-123.74,-18.38,10.82,4.92,-8.41,76.36,107.93,0
7.57,-123.35,-18.49,10.8,4.92,-8.43,76.46,102.48,0
7.55,-122.97,-18.61,10.79,4.92,-8.45,76.56,106.64,0
7.54,-122.58,-18.72,10.77,4.92,-8.47,79.68,102.13,0
-3.45,-122.19,-28.95,11.38,4.91,-9.99,79.74,98.01,0
-3.52,-121.8,-29.1,11.35,4.91,-10.0,79.69,108.52,0
-3.59,-121.41,-29.26,11.32,4.91,-10.01,79.83,103.11,0
-3.66,-121.01,-29.41,11.28,4.91,-10.02,79.98,105.55,0
-3.73,-120.62,-29.56,11.25,4.91,-10.03,80.13,110.65,0
-8.82,-153.89,-29.71,14.51,6.25,-10.03,80.06,102.52,0
-8.75,-153.73,-29.71,14.51,6.26,-10.04,81.19,102.97,0
-8.68,-153.56,-29.7,14.52,6.27,-10.05,81.14,103.34,0
-8.61,-153.38,-29.71,14.52,6.28,-10.06,81.76,103.65,0
-8.54,-153.21,-29.71,14.53,6.28,-10.07,82.71,103.25,0
30.51,-141.48,24.2,15.29,6.62,-8.79,84.55,102.94,0
30.61,-141.31,24.23,15.26,6.63,-8.76,84.41,101.53,0
30.72,-141.14,24.26,15.24,6.63,-8.73,84.49,107.28,0
30.82,-140.97,24.29,15.21,6.63,-8.7,85.83,105.93,0
30.93,-140.8,24.32,15.18,6.64,-8.67,86.14,101.4,0
31.04,-140.62,24.35,15.15,6.64,-8.64,85.69,100.36,0
31.15,-140.44,24.37,15.11,6.65,-8.6,86.09,109.37,0
31.26,-140.25,24.4,15.08,6.65,-8.57,87.29,106.48,0
31.38,-140.07,24.43,15.05,6.65,-8.53,86.95,92.75,0
31.5,-139.87,24.46,15.01,6.66,-8.5,89.17,100.28,0
36.93,-121.26,23.75,15.06,5.94,-9.82,89.79,98.33,0
31.1,-126.25,22.75,15.7,4.41,-11.78,89.22,95.01,0
30.88,-125.95,22.32,15.62,4.4,-11.72,88.76,87.41,0
16.0,-125.66,2.68,14.97,4.39,-11.86,88.86,84.1,0
15.72,-125.36,2.24,14.93,4.39,-11.87,88.9,87.01,0
13.59,-125.41,1.05,13.81,3.73,-11.28,89.1,103.14,0
7.57,-126.51,-1.56,11.32,2.2,-9.93,89.28,98.39,0
7.07,-126.17,-2.14,11.32,2.2,-9.96,89.37,87.57,0
6.56,-125.83,-2.71,11.32,2.19,-9.98,89.3,64.82,0
6.06,-125.49,-3.29,11.31,2.18,-10.01,89.43,61.47,0
-12.05,-131.53,-20.08,9.12,1.39,-8.53,89.57,58.17,0
-28.69,-138.38,-42.65,8.55,2.09,-8.11,88.41,56.28,0
-29.21,-137.72,-43.13,8.55,2.08,-8.14,86.75,53.72,0
-29.73,-137.05,-43.61,8.54,2.07,-8.18,85.43,57.05,0
-30.26,-136.38,-44.09,8.53,2.06,-8.21,84.36,54.35,0
-21.46,-135.7,-41.1,6.04,2.05,-5.53,83.79,51.68,0
-21.44,-135.02,-41.05,6.02,2.04,-5.53,79.29,49.05,0
-22.28,-135.34,-41.37,5.93,1.96,-5.47,78.37,46.46,0
-31.1,-148.09,-45.09,5.32,1.33,-4.86,77.46,44.36,0
