subducting convergence velocity obliquity angle,trench absolute velocity obliquity angle,subducting plate absolute velocity obliquity angle,subducting convergence velocity magnitude,trench absolute velocity magnitude,subducting plate absolute velocity magnitude,sea floor age,sediment thickness,Label
72.79,-47.98,18.36,5.92,-5.29,-5.59,61.48,139.08,0
73.03,-47.87,17.76,5.83,-5.3,-5.54,62.8,141.16,0
73.28,-47.77,17.14,5.75,-5.3,-5.48,62.73,126.73,0
73.54,-47.66,16.52,5.66,-5.31,-5.42,60.66,122.24,0
73.82,-47.55,15.88,5.58,-5.32,-5.37,60.56,104.56,0
74.12,-47.45,15.23,5.49,-5.33,-5.31,58.43,101.94,0
74.34,-47.37,14.55,5.41,-5.33,-5.26,57.21,82.41,0
74.59,-47.28,13.87,5.33,-5.34,-5.21,57.1,76.0,0
91.24,-30.46,29.83,-5.24,-5.33,-5.18,57.01,148.63,0
89.39,-16.51,28.87,3.75,-4.64,-5.12,54.8,146.78,0
19.67,-87.46,-29.8,5.06,-4.59,-5.76,55.58,158.26,0
-18.12,-125.07,-68.28,4.96,4.59,-5.71,53.21,154.21,0
-18.22,-125.07,-68.94,4.88,4.59,-5.67,52.79,153.27,0
-18.3,-125.07,-69.61,4.8,4.59,-5.62,52.38,152.31,0
19.31,-87.46,-32.45,4.74,-4.59,-5.59,51.97,150.86,0
-18.47,-125.07,-70.98,4.64,4.59,-5.54,51.56,149.02,0
-18.54,-125.07,-71.68,4.56,4.59,-5.49,51.16,145.45,0
19.09,-87.46,-34.54,4.51,-4.59,-5.46,50.73,143.83,0
-18.68,-125.07,-73.11,4.4,4.59,-5.41,54.1,141.45,0
10.2,-86.72,-35.98,4.16,-3.92,-5.38,53.75,135.12,0
-27.79,-124.32,-74.5,4.06,3.91,-5.33,55.85,133.55,0
-28.02,-124.32,-75.17,3.99,3.91,-5.29,55.76,131.37,0
-28.26,-124.32,-75.86,3.92,3.91,-5.26,55.68,127.37,0
-28.5,-124.32,-76.54,3.85,3.91,-5.22,55.61,124.99,0
-28.75,-124.32,-77.24,3.78,3.91,-5.19,55.53,108.17,0
-28.99,-124.32,-77.95,3.71,3.91,-5.16,55.46,112.63,0
8.53,-86.72,-40.79,3.67,-3.92,-5.13,55.4,110.82,0
-29.49,-124.32,-79.38,3.57,3.91,-5.09,55.33,107.95,0
-29.75,-124.32,-80.11,3.5,3.91,-5.06,57.35,110.52,0
-56.12,-162.35,-80.35,5.2,2.15,-5.06,50.07,108.68,0
-55.97,-162.35,-80.31,5.18,2.15,-5.03,47.8,107.51,0
-18.01,-124.6,-42.4,5.17,2.15,-5.01,55.12,106.45,0
-55.66,-162.35,-80.24,5.13,2.15,-4.98,55.08,102.85,0
-55.5,-162.35,-80.2,5.11,2.15,-4.95,52.84,101.55,0
-55.34,-162.35,-80.16,5.09,2.15,-4.92,50.54,101.17,0
-17.38,-124.6,-42.25,5.08,2.15,-4.91,50.47,95.13,0
-55.03,-162.35,-80.08,5.04,2.15,-4.87,48.08,93.77,0
-54.86,-162.35,-80.04,5.02,2.15,-4.85,48.01,92.95,0
-54.7,-162.35,-80.01,5.0,2.15,-4.82,47.94,95.49,0
16.14,-158.82,12.65,5.62,2.52,-3.12,12.11,2476.87,0
16.28,-158.75,12.69,5.47,2.51,-2.97,11.67,2473.71,0
13.48,-162.45,10.2,5.09,2.52,-2.58,11.52,2277.86,0
9.08,-167.67,6.14,4.69,2.52,-2.17,9.61,2387.37,0
9.3,-167.59,6.39,4.59,2.52,-2.08,10.52,2587.41,0
28.54,-162.23,52.38,3.64,2.52,-1.29,9.98,2464.25,0
30.22,-158.36,46.98,3.89,2.51,-1.48,11.49,2387.65,0
32.01,-158.28,53.98,3.69,2.51,-1.33,10.83,2428.24,0
34.03,-158.2,62.55,3.51,2.5,-1.22,10.14,2503.79,0
36.31,-158.12,72.65,3.33,2.5,-1.14,9.43,2163.77,0
18.55,-155.15,16.68,9.43,2.49,-6.96,9.6,2243.82,0
53.62,-149.7,65.41,7.66,2.7,-5.29,11.2,2233.14,0
53.68,-149.61,65.49,7.64,2.7,-5.27,16.96,2250.02,0
53.73,-149.53,65.57,7.62,2.7,-5.25,16.02,2087.64,0
53.79,-149.44,65.65,7.6,2.7,-5.24,17.01,2103.16,0
53.85,-149.35,65.73,7.58,2.7,-5.22,12.98,2131.34,0
53.91,-149.26,65.81,7.56,2.7,-5.2,13.06,1869.66,0
53.97,-149.17,65.89,7.54,2.69,-5.18,14.57,2032.01,0
54.04,-149.08,65.98,7.52,2.69,-5.16,14.86,1920.5,0
54.1,-148.99,66.07,7.5,2.69,-5.14,14.64,2039.58,0
54.82,-134.39,59.11,7.84,2.47,-5.42,13.73,1985.83,0
54.91,-132.29,58.25,7.86,2.46,-5.43,13.65,1537.31,0
54.92,-132.18,58.23,7.84,2.46,-5.41,12.23,1915.32,0
35.45,-132.07,31.87,10.76,2.45,-8.38,10.26,1490.1,0
35.24,-131.96,31.55,10.73,2.45,-8.35,9.67,1826.35,0
35.03,-131.85,31.24,10.7,2.45,-8.33,9.26,1846.96,0
38.6,-131.74,36.16,11.91,2.45,-9.5,9.61,1639.23,0
42.06,-131.63,40.71,13.46,2.45,-11.03,9.29,1716.7,0
41.86,-131.52,40.44,13.44,2.45,-11.01,9.11,1575.07,0
41.66,-131.41,40.18,13.42,2.45,-10.99,8.93,169.37,0
41.47,-129.05,39.41,13.42,2.46,-11.0,9.51,1474.06,0
47.73,-122.58,45.71,13.88,2.46,-11.46,9.6,1595.06,0
47.57,-122.49,45.48,13.85,2.46,-11.43,10.21,1448.4,0
55.02,-113.78,52.67,17.42,3.0,-14.49,10.76,238.44,0
55.63,-112.92,53.22,17.85,3.06,-14.87,12.9,238.61,0
55.53,-112.82,53.1,17.88,3.06,-14.89,14.34,317.79,0
55.44,-112.71,52.97,17.9,3.06,-14.92,16.54,1417.08,0
55.34,-112.61,52.83,17.92,3.06,-14.94,18.76,1414.34,0
55.24,-112.5,52.7,17.94,3.06,-14.97,24.23,1412.89,0
55.12,-112.39,52.54,17.97,3.06,-14.99,27.04,1181.1,0
42.43,-111.33,37.09,14.99,2.65,-12.67,31.38,1161.46,0
40.33,-112.71,34.69,14.61,2.65,-12.3,39.58,205.33,0
40.16,-112.66,34.47,14.6,2.65,-12.3,41.48,204.07,0
40.85,-112.64,35.08,14.19,2.65,-11.88,41.74,132.71,0
44.9,-112.63,39.12,12.63,2.65,-10.24,42.06,1508.95,0
44.68,-112.58,38.85,12.66,2.65,-10.27,42.3,1602.06,0
44.49,-112.56,38.63,12.68,2.66,-10.29,42.61,1542.38,0
44.63,-118.28,40.21,12.89,2.66,-10.38,43.34,1557.17,0
-5.2,127.09,10.29,13.59,3.98,-11.29,44.77,494.95,0
-2.94,143.4,8.41,13.47,3.71,-10.57,45.31,792.32,0
-3.09,156.12,4.04,12.25,3.27,-9.26,46.15,155.05,0
-3.28,156.15,3.77,12.25,3.27,-9.26,46.44,153.98,0
-0.23,156.17,7.49,12.55,3.27,-9.64,46.94,146.79,0
3.56,156.19,10.97,14.35,3.27,-11.54,49.77,147.4,0
4.08,156.22,11.17,15.04,3.27,-12.24,54.8,146.42,0
4.48,157.6,11.06,14.85,3.11,-12.15,55.39,143.73,0
-4.56,179.52,-5.69,9.28,1.85,-7.44,56.46,140.53,0
-8.96,179.5,-11.4,8.54,1.85,-6.72,56.72,135.05,0
-9.87,179.47,-12.65,8.3,1.85,-6.48,56.83,126.92,0
-9.85,179.45,-12.63,8.29,1.85,-6.47,58.62,119.61,0
-9.83,-178.56,-20.15,8.28,4.01,-4.42,58.69,110.92,0
1.66,-178.35,1.61,10.78,4.01,-6.77,59.03,103.9,0
1.56,-178.15,1.41,12.38,4.01,-8.37,59.98,102.55,0
-1.69,-177.95,-3.35,12.9,4.01,-8.91,60.72,113.12,0
-1.71,-177.74,-3.48,12.88,4.0,-8.89,61.0,102.59,0
-4.1,-177.54,-7.5,11.66,4.0,-7.7,62.42,98.53,0
-4.19,-177.33,-7.74,11.65,4.0,-7.69,62.38,97.49,0
-2.67,-165.17,-11.8,11.97,4.23,-8.04,62.35,95.93,0
2.24,-143.78,-17.33,12.86,5.34,-8.97,63.33,94.51,0
2.35,-143.54,-17.28,12.86,5.34,-8.97,63.24,144.29,0
2.46,-153.03,-6.65,12.85,3.67,-9.64,64.13,128.74,0
-0.1,-152.68,-10.63,12.36,3.66,-9.27,64.14,125.47,0
-0.33,-152.32,-11.09,12.3,3.66,-9.24,64.63,107.47,0
-0.21,-151.96,-11.06,12.28,3.66,-9.23,65.06,105.95,0
-0.08,-151.59,-11.02,12.26,3.66,-9.22,65.12,135.88,0
-0.0,-151.23,-11.03,12.25,3.65,-9.22,65.77,132.85,0
-4.66,-150.86,-19.36,10.8,3.65,-8.05,66.36,127.89,0
-7.18,-150.49,-23.92,10.19,3.65,-7.61,66.26,121.12,0
-7.38,-150.12,-24.33,10.17,3.64,-7.61,66.66,108.91,0
-0.44,-149.75,-15.09,10.29,3.64,-7.41,66.49,101.91,0
0.15,-149.38,-14.39,10.3,3.64,-7.42,66.33,95.14,0
-0.05,-149.0,-14.8,10.29,3.63,-7.43,66.66,86.03,0
-0.26,-148.62,-15.21,10.27,3.63,-7.44,66.37,86.37,0
-4.85,-129.33,-24.68,14.05,4.93,-11.98,66.08,154.03,0
41.16,-82.47,21.06,13.94,-4.93,-11.95,65.86,154.69,0
40.65,-82.09,20.31,13.84,-4.93,-11.93,67.2,154.7,0
-6.39,-128.19,-26.92,13.76,4.93,-11.94,66.42,153.62,0
-6.92,-127.8,-27.68,13.66,4.92,-11.92,67.51,156.42,0
-7.45,-127.42,-28.43,13.56,4.92,-11.91,68.48,157.09,0
-7.99,-127.03,-29.2,13.46,4.92,-11.89,69.48,156.38,0
0.32,-126.64,-18.77,14.29,4.92,-12.0,69.98,156.75,0
0.03,-126.26,-19.24,14.22,4.92,-11.99,71.01,157.36,0
-0.25,-125.87,-19.7,14.16,4.92,-11.98,76.47,156.37,0
-0.54,-125.48,-20.17,14.09,4.91,-11.97,76.56,156.84,0
-0.82,-125.08,-20.63,14.02,4.91,-11.97,77.46,157.3,0
5.71,-124.69,-20.01,10.93,4.91,-8.6,77.5,157.77,0
5.71,-124.3,-20.12,10.91,4.91,-8.61,78.79,158.28,0
5.71,-123.9,-20.22,10.89,4.91,-8.63,77.66,158.79,0
5.71,-123.51,-20.33,10.87,4.91,-8.64,77.41,158.05,0
5.72,-123.11,-20.44,10.84,4.91,-8.65,78.75,158.51,0
-5.13,-122.71,-30.46,11.44,4.91,-10.14,77.68,159.03,0
-5.19,-122.32,-30.61,11.4,4.91,-10.15,77.81,159.54,0
-5.25,-121.92,-30.77,11.37,4.9,-10.15,79.18,116.87,0
-5.31,-121.52,-30.92,11.33,4.9,-10.16,78.37,116.45,0
-5.37,-121.12,-31.07,11.29,4.9,-10.16,78.35,115.21,0
-10.66,-156.28,-31.22,14.74,6.32,-10.17,79.48,114.05,0
-10.58,-156.08,-31.22,14.74,6.32,-10.17,79.64,108.47,0
-10.5,-155.88,-31.22,14.74,6.33,-10.18,80.61,107.67,0
-10.42,-155.68,-31.22,14.73,6.34,-10.18,80.63,109.04,0
-10.35,-155.47,-31.22,14.73,6.34,-10.19,80.8,107.85,0
30.61,-143.99,26.02,15.02,6.67,-8.4,83.29,101.52,0
30.74,-143.8,26.08,14.99,6.68,-8.37,83.58,101.87,0
30.87,-143.6,26.15,14.96,6.68,-8.34,86.21,102.41,0
31.01,-143.41,26.21,14.92,6.68,-8.31,87.86,98.2,0
31.14,-143.21,26.28,14.89,6.68,-8.27,87.92,96.33,0
31.28,-143.0,26.34,14.86,6.69,-8.24,88.94,94.73,0
31.42,-142.8,26.41,14.82,6.69,-8.2,89.46,92.91,0
31.57,-142.59,26.48,14.79,6.69,-8.17,89.07,91.07,0
31.71,-142.38,26.54,14.75,6.69,-8.13,88.59,89.29,0
31.86,-142.16,26.61,14.71,6.69,-8.09,89.06,87.18,0
33.51,-123.7,25.88,12.2,3.21,-9.34,87.56,84.01,0
35.74,-84.61,24.56,12.21,-2.53,-11.17,87.04,82.24,0
35.11,-84.55,23.77,12.11,-2.53,-11.1,86.64,75.11,0
15.33,-84.35,2.42,11.17,-2.53,-11.06,86.24,62.87,0
14.52,-84.26,1.59,11.15,-2.53,-11.07,85.19,58.28,0
-1.71,164.19,-0.04,11.52,1.07,-10.49,85.17,53.78,0
-2.81,165.78,-1.28,10.21,1.04,-9.19,86.54,49.9,0
-3.74,165.36,-2.3,10.21,1.01,-9.22,86.59,47.26,0
-4.7,164.56,-3.34,10.16,0.96,-9.22,85.38,47.53,0
-5.62,164.44,-4.35,10.21,0.95,-9.28,85.47,50.12,0
-32.28,77.46,-22.99,8.15,-1.29,-7.8,89.41,52.77,0
-55.99,75.52,-48.23,8.27,-1.29,-7.47,88.93,54.96,0
-57.05,73.59,-49.23,8.32,-1.3,-7.53,87.81,58.23,0
-58.45,70.51,-50.41,8.34,-1.31,-7.58,86.71,61.55,0
-59.52,68.64,-51.4,8.4,-1.32,-7.64,83.78,73.27,0
-58.09,67.9,-46.39,6.08,-1.32,-5.41,81.23,65.1,0
-58.31,66.04,-46.06,6.07,-1.35,-5.42,80.37,82.24,0
-59.37,64.31,-46.81,6.01,-1.36,-5.37,78.42,82.73,0
-62.14,64.17,-48.3,5.49,-1.39,-4.8,76.54,85.01,0
-62.78,62.47,-48.65,5.48,-1.4,-4.81,74.99,81.21,0
-48.65,-49.37,-48.97,1.71,-3.11,-4.82,73.65,98.38,0
-48.28,-49.5,-48.93,1.7,-3.12,-4.82,72.82,102.02,0
-47.29,-49.85,-48.8,1.71,-3.12,-4.83,73.22,98.57,0
-46.3,-50.19,-48.67,1.72,-3.12,-4.83,71.72,100.36,0
-45.85,-50.43,-48.66,1.72,-3.12,-4.84,70.63,127.35,0
-60.07,-34.6,-48.56,2.75,-2.22,-4.84,68.91,129.37,0
-65.83,-34.83,-50.89,2.43,-2.23,-4.49,67.62,133.24,0
76.45,-72.41,-13.59,3.6,-4.2,-2.16,70.39,127.12,0
76.21,-72.48,-13.72,3.6,-4.2,-2.17,70.58,111.66,0
75.96,-72.54,-13.84,3.59,-4.2,-2.19,68.47,101.11,0
75.69,-127.68,148.02,3.59,3.44,1.44,67.74,84.89,0
75.43,-127.79,147.95,3.58,3.44,1.43,77.54,86.63,0
75.16,-127.89,147.87,3.58,3.44,1.42,77.43,70.39,0
74.88,-127.99,147.79,3.58,3.44,1.4,77.33,64.78,0
88.99,-103.32,147.7,6.14,5.55,1.39,77.22,68.5,0
89.19,-103.1,147.97,6.14,5.55,1.39,84.08,71.56,0
69.65,-102.88,-88.75,3.66,5.55,-1.98,76.78,74.91,0
-42.37,1.59,-26.31,4.15,-2.45,-6.15,74.16,55.52,0
-42.2,1.24,-26.36,4.16,-2.44,-6.16,73.92,54.86,0
-11.89,-110.99,-26.62,6.17,1.57,-6.12,73.69,60.03,0
-28.99,147.09,-26.57,10.31,4.24,-6.08,72.3,58.53,0
-28.56,147.28,-25.95,10.33,4.26,-6.08,72.07,53.31,0
-28.14,147.53,-25.4,10.35,4.29,-6.07,75.14,56.47,0
28.85,-155.25,32.12,10.03,4.71,-5.34,68.28,44.09,0
20.65,-173.45,32.82,9.83,4.74,-5.34,69.85,44.08,0
0.86,153.67,33.42,10.2,6.37,-5.36,69.77,44.53,0
1.16,153.64,33.79,10.22,6.37,-5.41,71.28,53.5,0
-15.36,136.81,17.42,10.23,6.38,-5.45,72.68,62.76,0
-12.42,136.78,17.86,11.03,6.38,-6.41,72.38,71.9,0
-7.21,145.58,18.2,11.32,6.14,-6.47,72.83,75.93,0
28.59,-76.03,18.61,6.71,-1.17,-6.52,73.31,85.14,0
28.54,-75.97,18.54,6.7,-1.17,-6.51,72.94,87.89,0
28.49,-75.9,18.47,6.69,-1.17,-6.5,72.56,97.64,0
28.44,-75.84,18.4,6.67,-1.17,-6.49,72.19,111.36,0
28.39,-75.78,18.33,6.66,-1.17,-6.48,70.91,123.14,0
31.93,-91.08,18.25,7.26,1.82,-6.46,70.52,129.9,0
31.96,-91.0,18.24,7.24,1.82,-6.45,70.14,123.95,0
32.0,-90.92,18.23,7.22,1.82,-6.43,70.68,130.11,0
32.03,-90.84,18.23,7.2,1.82,-6.41,70.3,137.27,0
32.07,-90.76,18.22,7.18,1.82,-6.39,69.92,108.88,0
74.13,-56.86,18.53,7.89,-6.73,-6.19,69.54,101.37,0
74.52,-56.91,18.6,7.86,-6.72,-6.12,68.01,100.52,0
74.92,-56.96,18.67,7.83,-6.72,-6.05,66.6,97.24,0
75.33,-57.01,18.74,7.8,-6.71,-5.98,66.17,96.73,0
75.74,-57.06,18.81,7.77,-6.71,-5.91,64.73,95.06,0
76.16,-57.12,18.87,7.74,-6.71,-5.84,64.29,100.72,0
76.58,-57.17,18.94,7.7,-6.7,-5.77,62.81,95.79,0
77.01,-57.22,19.0,7.67,-6.7,-5.7,62.36,126.43,0
77.45,-57.28,19.06,7.64,-6.69,-5.62,61.0,151.89,0
77.89,-57.33,19.12,7.61,-6.69,-5.55,60.85,141.99,0
72.57,-48.09,18.96,6.0,-5.28,-5.65,61.25,148.58,0
72.79,-47.98,18.36,5.92,-5.29,-5.59,61.48,139.08,0
73.03,-47.87,17.76,5.83,-5.3,-5.54,62.8,141.16,0
73.28,-47.77,17.14,5.75,-5.3,-5.48,62.73,126.73,0
73.54,-47.66,16.52,5.66,-5.31,-5.42,60.66,122.24,0
73.82,-47.55,15.88,5.58,-5.32,-5.37,60.56,104.56,0
74.12,-47.45,15.23,5.49,-5.33,-5.31,58.43,101.94,0
74.34,-47.37,14.55,5.41,-5.33,-5.26,57.21,82.41,0
74.59,-47.28,13.87,5.33,-5.34,-5.21,57.1,76.0,0
91.24,-30.46,29.83,-5.24,-5.33,-5.18,57.01,148.63,0
89.39,-16.51,28.87,3.75,-4.64,-5.12,54.8,146.78,0
-18.03,-125.07,-67.63,5.03,4.59,-5.75,55.58,155.38,0
-18.12,-125.07,-68.28,4.96,4.59,-5.71,53.21,154.21,0
-18.22,-125.07,-68.94,4.88,4.59,-5.67,52.79,153.27,0
-18.3,-125.07,-69.61,4.8,4.59,-5.62,52.38,152.31,0
19.31,-87.46,-32.45,4.74,-4.59,-5.59,51.97,150.86,0
-18.47,-125.07,-70.98,4.64,4.59,-5.54,51.56,149.02,0
-18.54,-125.07,-71.68,4.56,4.59,-5.49,51.16,145.45,0
-18.61,-125.07,-72.39,4.48,4.59,-5.45,50.73,143.83,0
-18.68,-125.07,-73.11,4.4,4.59,-5.41,54.1,141.45,0
10.2,-86.72,-35.98,4.16,-3.92,-5.38,53.75,135.12,0
-27.79,-124.32,-74.5,4.06,3.91,-5.33,55.85,133.55,0
-28.02,-124.32,-75.17,3.99,3.91,-5.29,55.76,131.37,0
-28.26,-124.32,-75.86,3.92,3.91,-5.26,55.68,127.37,0
-28.5,-124.32,-76.54,3.85,3.91,-5.22,55.61,124.99,0
-28.75,-124.32,-77.24,3.78,3.91,-5.19,55.53,108.17,0
-28.99,-124.32,-77.95,3.71,3.91,-5.16,55.46,112.63,0
8.53,-86.72,-40.79,3.67,-3.92,-5.13,55.4,110.82,0
-29.49,-124.32,-79.38,3.57,3.91,-5.09,55.33,107.95,0
-29.75,-124.32,-80.11,3.5,3.91,-5.06,57.35,110.52,0
-56.12,-162.35,-80.35,5.2,2.15,-5.06,50.07,108.68,0
-55.97,-162.35,-80.31,5.18,2.15,-5.03,47.8,107.51,0
-55.81,-162.35,-80.27,5.16,2.15,-5.0,55.12,106.45,0
-55.66,-162.35,-80.24,5.13,2.15,-4.98,55.08,102.85,0
-55.5,-162.35,-80.2,5.11,2.15,-4.95,52.84,101.55,0
-55.34,-162.35,-80.16,5.09,2.15,-4.92,50.54,101.17,0
-17.38,-124.6,-42.25,5.08,2.15,-4.91,50.47,95.13,0
-55.03,-162.35,-80.08,5.04,2.15,-4.87,48.08,93.77,0
-54.86,-162.35,-80.04,5.02,2.15,-4.85,48.01,92.95,0
-54.7,-162.35,-80.01,5.0,2.15,-4.82,47.94,95.49,0
16.24,-158.58,12.69,5.66,2.51,-3.16,12.11,2476.87,0
16.38,-158.5,12.72,5.52,2.51,-3.02,11.67,2518.93,0
13.48,-162.45,10.2,5.09,2.52,-2.58,11.52,2277.86,0
9.08,-167.67,6.14,4.69,2.52,-2.17,9.61,2387.37,0
9.3,-167.59,6.39,4.59,2.52,-2.08,10.52,2587.41,0
28.54,-162.23,52.38,3.64,2.52,-1.29,9.98,2464.25,0
30.14,-158.11,45.99,3.92,2.51,-1.51,11.49,2387.65,0
31.57,-158.03,51.37,3.76,2.5,-1.39,10.83,2428.24,0
33.51,-157.95,59.35,3.58,2.5,-1.26,10.14,2101.7,0
35.71,-157.87,68.89,3.39,2.5,-1.17,9.43,2163.77,0
18.66,-154.9,16.76,9.5,2.49,-7.02,8.7,2243.82,0
53.78,-149.45,65.5,7.67,2.7,-5.3,13.38,2233.14,0
53.83,-149.36,65.57,7.65,2.7,-5.28,16.96,2250.02,0
53.89,-149.28,65.65,7.63,2.7,-5.26,16.02,2087.64,0
53.94,-149.19,65.73,7.61,2.7,-5.24,17.01,2103.16,0
54.0,-149.1,65.81,7.59,2.7,-5.22,12.98,2131.34,0
54.06,-149.01,65.89,7.57,2.69,-5.2,14.6,1869.66,0
54.12,-148.92,65.97,7.55,2.69,-5.19,14.57,2032.01,0
54.19,-148.83,66.06,7.53,2.69,-5.17,14.86,1920.5,0
54.25,-148.74,66.14,7.51,2.69,-5.15,14.64,2039.58,0
54.98,-134.14,59.22,7.85,2.47,-5.42,13.73,1985.83,0
55.07,-132.03,58.37,7.86,2.46,-5.44,13.65,1537.31,0
55.08,-131.93,58.35,7.84,2.46,-5.42,12.23,1915.32,0
35.66,-131.82,32.07,10.77,2.45,-8.39,10.26,1490.1,0
35.45,-131.71,31.76,10.74,2.45,-8.36,9.67,1826.35,0
35.24,-131.6,31.45,10.7,2.45,-8.33,10.03,1755.12,0
38.8,-131.49,36.37,11.92,2.45,-9.51,9.61,1639.23,0
42.26,-131.38,40.9,13.47,2.45,-11.04,9.29,1716.7,0
42.07,-131.26,40.64,13.45,2.45,-11.02,9.11,1575.07,0
41.87,-131.15,40.37,13.42,2.45,-11.0,9.69,169.37,0
41.68,-128.8,39.61,13.43,2.46,-11.01,9.51,1474.06,0
47.7,-122.56,45.66,13.89,2.46,-11.47,9.6,1595.06,0
47.49,-122.45,45.39,13.86,2.46,-11.45,10.21,1448.4,0
55.06,-113.79,52.72,17.41,3.0,-14.48,12.06,238.44,0
55.67,-112.93,53.28,17.84,3.06,-14.86,12.9,238.61,0
55.53,-112.82,53.1,17.88,3.06,-14.89,14.34,317.79,0
55.44,-112.71,52.97,17.9,3.06,-14.92,16.54,1417.08,0
55.39,-112.62,52.89,17.91,3.06,-14.93,21.42,1414.34,0
55.29,-112.51,52.75,17.93,3.06,-14.96,24.23,1412.89,0
55.17,-112.4,52.59,17.96,3.06,-14.98,27.04,1181.1,0
42.44,-111.38,37.11,14.99,2.65,-12.67,31.38,1161.46,0
40.33,-112.76,34.7,14.61,2.65,-12.3,39.58,205.33,0
40.16,-112.71,34.47,14.6,2.65,-12.3,41.48,204.07,0
40.86,-112.69,35.1,14.19,2.65,-11.87,41.74,132.71,0
44.95,-112.68,39.19,12.62,2.65,-10.22,42.06,1508.95,0
44.72,-112.62,38.91,12.65,2.66,-10.26,42.3,1602.06,0
-7.48,157.82,-4.91,11.79,1.56,-10.28,42.61,1542.38,0
-8.1,150.62,-4.16,12.0,1.78,-10.36,42.99,1557.17,0
-5.2,127.09,10.29,13.59,3.98,-11.29,44.77,494.95,0
-2.94,143.4,8.41,13.47,3.71,-10.57,45.31,792.32,0
-3.09,156.12,4.04,12.23,3.27,-9.24,46.15,763.48,0
-3.29,156.14,3.77,12.24,3.27,-9.25,46.44,153.98,0
-0.23,156.17,7.5,12.53,3.27,-9.62,46.94,146.79,0
3.57,156.19,10.99,14.33,3.27,-11.51,49.77,147.4,0
4.09,156.22,11.2,15.02,3.27,-12.21,54.8,146.42,0
4.49,157.6,11.08,14.83,3.11,-12.13,55.39,143.73,0
-4.57,179.52,-5.7,9.27,1.85,-7.42,56.46,140.53,0
-8.98,179.5,-11.44,8.53,1.85,-6.7,56.72,135.05,0
-9.89,179.47,-12.69,8.28,1.86,-6.46,56.83,126.92,0
-9.87,179.45,-12.66,8.27,1.86,-6.45,58.62,119.61,0
-9.85,-178.55,-20.21,8.27,4.01,-4.41,58.69,110.92,0
1.66,-178.35,1.62,10.77,4.01,-6.76,58.4,103.9,0
1.56,-178.15,1.42,12.36,4.0,-8.36,59.98,102.55,0
-1.69,-177.94,-3.35,12.89,4.0,-8.9,60.72,113.12,0
-1.71,-177.74,-3.48,12.87,4.0,-8.89,61.81,102.59,0
-4.11,-177.53,-7.51,11.65,4.0,-7.7,62.42,98.53,0
-4.19,-177.33,-7.75,11.63,3.99,-7.68,62.38,97.49,0
-2.67,-165.16,-11.82,11.95,4.23,-8.03,62.35,95.93,0
2.24,-143.79,-17.36,12.85,5.34,-8.95,63.33,96.86,0
2.35,-143.55,-17.31,12.84,5.34,-8.95,63.77,144.29,0
2.46,-153.01,-6.66,12.83,3.66,-9.63,64.13,128.74,0
-0.1,-152.66,-10.64,12.34,3.66,-9.26,64.14,125.47,0
-0.33,-152.3,-11.11,12.28,3.66,-9.23,64.63,107.47,0
-0.21,-151.94,-11.08,12.27,3.66,-9.22,65.06,137.6,0
-0.08,-151.57,-11.03,12.24,3.65,-9.2,65.12,135.88,0
-0.0,-151.21,-11.05,12.23,3.65,-9.21,65.77,132.85,0
-4.67,-150.84,-19.41,10.78,3.65,-8.03,65.83,127.89,0
-7.2,-150.47,-24.01,10.16,3.64,-7.58,65.73,121.12,0
-7.4,-150.1,-24.41,10.14,3.64,-7.59,66.66,108.91,0
-0.44,-149.73,-15.15,10.25,3.64,-7.38,66.49,101.91,0
0.15,-149.35,-14.45,10.27,3.64,-7.39,66.33,95.14,0
-0.05,-148.98,-14.86,10.25,3.63,-7.4,66.66,86.03,0
-0.26,-148.6,-15.28,10.24,3.63,-7.42,66.37,86.37,0
-4.85,-129.3,-24.7,14.03,4.93,-11.97,66.08,154.03,0
41.16,-82.47,21.06,13.94,-4.93,-11.95,65.86,154.69,0
40.65,-82.09,20.31,13.84,-4.93,-11.93,67.2,154.7,0
-6.4,-128.16,-26.95,13.74,4.92,-11.93,65.95,153.62,0
-6.93,-127.78,-27.7,13.65,4.92,-11.91,67.51,156.42,0
-7.46,-127.39,-28.46,13.55,4.92,-11.9,68.48,157.09,0
-8.0,-127.0,-29.23,13.44,4.92,-11.88,67.87,156.38,0
0.32,-126.62,-18.78,14.28,4.92,-12.0,69.98,156.75,0
0.03,-126.23,-19.24,14.22,4.92,-11.99,71.01,157.36,0
-0.25,-125.84,-19.71,14.15,4.91,-11.98,76.47,156.37,0
-0.54,-125.45,-20.17,14.08,4.91,-11.97,76.56,156.84,0
-0.82,-125.05,-20.64,14.01,4.91,-11.96,77.46,157.3,0
5.71,-124.66,-20.0,10.93,4.91,-8.6,77.5,157.77,0
5.71,-124.27,-20.1,10.91,4.91,-8.62,77.58,158.28,0
5.71,-123.87,-20.21,10.89,4.91,-8.63,77.66,158.79,0
5.71,-123.48,-20.32,10.87,4.91,-8.64,77.41,158.05,0
5.72,-123.08,-20.42,10.85,4.91,-8.66,77.54,158.51,0
-5.13,-122.68,-30.45,11.44,4.9,-10.15,77.68,159.03,0
-5.19,-122.28,-30.6,11.4,4.9,-10.15,77.81,159.54,0
-5.25,-121.88,-30.76,11.37,4.9,-10.16,79.18,116.87,0
-5.31,-121.49,-30.91,11.33,4.9,-10.16,78.37,116.45,0
